manuscript_item,panel,source_file,local_snapshot,row_key_or_filter,transformation,evidence_type,source_sha256
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/sink_committed_client_timed_out/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/sink_committed_client_timed_out/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f0377a927231c1e0bc3b5bd0597d4eff7536aa82b19554bb7112fc61bc794a24
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/sink_committed_client_timed_out/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/sink_committed_client_timed_out/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,701c33ac31284d8084ee5c32682b6a69d46b81935803bc613aa608c810f276ae
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/cleanup_retained_unknown_grant/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/cleanup_retained_unknown_grant/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f0377a927231c1e0bc3b5bd0597d4eff7536aa82b19554bb7112fc61bc794a24
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/cleanup_retained_unknown_grant/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/cleanup_retained_unknown_grant/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,701c33ac31284d8084ee5c32682b6a69d46b81935803bc613aa608c810f276ae
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/after_unknown_recovery_competition/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/after_unknown_recovery_competition/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,2a64f73df0f22a82b03373803f8b482cb04c51f4d6af78759f227fa8a78cb1f8
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/after_unknown_recovery_competition/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/after_unknown_recovery_competition/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,1f8f0a231260dbbcf31586569adaabe12ca63eec9a2a501ceb0890b4c892ba4e
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/final/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,2a64f73df0f22a82b03373803f8b482cb04c51f4d6af78759f227fa8a78cb1f8
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/snapshots/final/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,1f8f0a231260dbbcf31586569adaabe12ca63eec9a2a501ceb0890b4c892ba4e
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/current_final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,640a7a7973c9daf6b9cba31eac5582200f00e1002a6406017b06fc4222d9b761
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ecrc/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ecrc/current_final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,f4798820724a99a660463f6de10232ec19f56af7313973efe2f97cd9889fcb9a
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/sink_committed_client_timed_out/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/sink_committed_client_timed_out/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,59fb36a71074d790a85e4c5959e31395254d95a3e80867c610cd856c25979997
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/sink_committed_client_timed_out/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/sink_committed_client_timed_out/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,7bc6c4a7a11428d9bf892b2da6ac02a11a9740a684e0b8448306a10d2bc1e7ce
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/cleanup_retained_unknown_grant/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/cleanup_retained_unknown_grant/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,59fb36a71074d790a85e4c5959e31395254d95a3e80867c610cd856c25979997
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/cleanup_retained_unknown_grant/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/cleanup_retained_unknown_grant/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,7bc6c4a7a11428d9bf892b2da6ac02a11a9740a684e0b8448306a10d2bc1e7ce
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/after_unknown_recovery_competition/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/after_unknown_recovery_competition/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,2a9f8c641a918cefb7553caf253f2cede15c63dfd27df2e7217daa4a67105eda
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/after_unknown_recovery_competition/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/after_unknown_recovery_competition/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,c16dc90305e1b074b62e05078a16fe76d4b65076d516a3800f1bb3fd0dd558c9
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/final/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,2a9f8c641a918cefb7553caf253f2cede15c63dfd27df2e7217daa4a67105eda
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/snapshots/final/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,c16dc90305e1b074b62e05078a16fe76d4b65076d516a3800f1bb3fd0dd558c9
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/current_final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,3baa0b2216d0ba3ae785ac9d30be78216729c0c894a631e5c5bfcab660af6161
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-1/ordinary/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-1/ordinary/current_final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 1, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,c3453d9d11edd21b61810e331772697e45cb9523cda75ec27f3067d73b5da1da
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/sink_committed_client_timed_out/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/sink_committed_client_timed_out/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f0377a927231c1e0bc3b5bd0597d4eff7536aa82b19554bb7112fc61bc794a24
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/sink_committed_client_timed_out/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/sink_committed_client_timed_out/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,915394f4d67228d8b91647326e6fcb340dcdd27ede9e9d5b9b737d6a531d5241
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/cleanup_retained_unknown_grant/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/cleanup_retained_unknown_grant/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f0377a927231c1e0bc3b5bd0597d4eff7536aa82b19554bb7112fc61bc794a24
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/cleanup_retained_unknown_grant/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/cleanup_retained_unknown_grant/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,915394f4d67228d8b91647326e6fcb340dcdd27ede9e9d5b9b737d6a531d5241
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/after_unknown_recovery_competition/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/after_unknown_recovery_competition/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f456d534e830d078bde30a042d65d2b5f421b07af9b8453b17271df145f2a949
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/after_unknown_recovery_competition/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/after_unknown_recovery_competition/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,0d2cb7f3e648014dfbd10626f666881ebc9bb87c57aaf85ed1d5081f15b597df
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/final/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f456d534e830d078bde30a042d65d2b5f421b07af9b8453b17271df145f2a949
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/snapshots/final/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,0d2cb7f3e648014dfbd10626f666881ebc9bb87c57aaf85ed1d5081f15b597df
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/current_final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,d3da50446577afa783b1967ab941cc8120d6e135f869758b76a176842ce07472
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ecrc/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ecrc/current_final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,c4ff5a47a7a1e9228efcd5acede7e6f1ec36c16b7106481c34931e8c34b9154b
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/sink_committed_client_timed_out/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/sink_committed_client_timed_out/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,59fb36a71074d790a85e4c5959e31395254d95a3e80867c610cd856c25979997
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/sink_committed_client_timed_out/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/sink_committed_client_timed_out/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,d93e0454f34025ea5b43b1cce21a0c5031a0d118d7ea2ab380ddc8f9986e9703
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/cleanup_retained_unknown_grant/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/cleanup_retained_unknown_grant/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,59fb36a71074d790a85e4c5959e31395254d95a3e80867c610cd856c25979997
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/cleanup_retained_unknown_grant/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/cleanup_retained_unknown_grant/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,d93e0454f34025ea5b43b1cce21a0c5031a0d118d7ea2ab380ddc8f9986e9703
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/after_unknown_recovery_competition/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/after_unknown_recovery_competition/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,6f19be9ea1006433de7f988281c9de6ed6386de76dd2e5b2e210668f331b61db
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/after_unknown_recovery_competition/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/after_unknown_recovery_competition/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,6e4995a96ecea64372cf15775a3150f06aac327e9a567557ab2214baa43d0a03
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/final/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,6f19be9ea1006433de7f988281c9de6ed6386de76dd2e5b2e210668f331b61db
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/snapshots/final/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,6e4995a96ecea64372cf15775a3150f06aac327e9a567557ab2214baa43d0a03
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/current_final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,b7aba1bb1c80ba1a3ed4da31ea9ad3180f687a5f6dd0e4fb03d39ba7df43d14a
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-2/ordinary/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-2/ordinary/current_final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,c352ba937841eded9fb60b2e65a0e7ddf0f18a7e22b86ba246f002e4b1bcbc9f
Figure 4,a,AIR-014_IASC_Reproducibility/figures/data/analysis/a1_discrimination_decomposition.csv,data/input/discrimination.csv,"{""candidate_region"": ""alert_candidates"", ""dataset_id"": [""many_labs_igt"", ""mendeley_igt_official_v2""], ""model_name"": [""hist_gradient_boosting"", ""regularised_logistic"", ""history_baseline""]}","Exact stored pooled, pair-weighted within-person and candidate AUROC; saved CIs only; pooled point-only because no corresponding stored CI used. No connecting lines.",saved statistical estimates; different evaluation populations,b144f9e2508eb98300104a524a3b29391cabdd34172dedc12ce973b6c14510af
Figure 4,a,AIR-014_IASC_Reproducibility/figures/data/analysis/a1_discrimination_bootstrap.csv,data/input/discrimination_ci.csv,"{""candidate_region"": ""alert_candidates"", ""dataset_id"": [""many_labs_igt"", ""mendeley_igt_official_v2""], ""model_name"": [""hist_gradient_boosting"", ""regularised_logistic"", ""history_baseline""]}","Exact stored pooled, pair-weighted within-person and candidate AUROC; saved CIs only; pooled point-only because no corresponding stored CI used. No connecting lines.",saved statistical estimates; different evaluation populations,c2d9a1d8ea6a73acb57dae19c5e577fbf78cbd3e3363aefaffa484eb0191de19
Figure 4,a,AIR-014_IASC_Reproducibility/reproduce_analysis/qa/iasc_experiment_extension_2026-09-11/sequence/out/frozen_candidate_summary.csv,data/input/candidate.csv,"{""candidate_region"": ""alert_candidates"", ""dataset_id"": [""many_labs_igt"", ""mendeley_igt_official_v2""], ""model_name"": [""hist_gradient_boosting"", ""regularised_logistic"", ""history_baseline""]}","Exact stored pooled, pair-weighted within-person and candidate AUROC; saved CIs only; pooled point-only because no corresponding stored CI used. No connecting lines.",saved statistical estimates; different evaluation populations,5733a49a9eaa6aa68f6854ef47a8e6d614ae603b87e448f5ed01c09fa77c06b3
Figure 4,b,AIR-014_IASC_Reproducibility/figures/data/analysis/a3_interval_algebra.csv,data/input/interval_algebra.csv,"{""cohort"": ""external"", ""models"": [""hist_gradient_boosting"", ""regularised_logistic"", ""history_baseline""]}","Decimal endpoint projection from saved tau: review [tau-.03,tau+.03], alert (tau+.03,1], ambiguity gate [.45,.55]; recompute union width, not legacy max-component width.",specified frozen policy regions,fa58fbc68bd4cfc3577d06581b1b4976b903613ebe53a0ba00ec688bd253dc1d
Figure 5,a/b/c,AIR-014_IASC_Reproducibility/reproduce_analysis/qa/iasc_experiment_extension_2026-09-11/online/out/online_intervals.csv,data/input/online_intervals.csv,"{""cells"": ""2 cohorts x 3 models x 2 budgets"", ""quantity"": ""delta_paced_minus_fifo__{alert_precision,alert_coverage,budget_utilization}""}","Use all 12 stored pooled contrasts and paired intervals per metric in their native proportion-difference units, without rescaling; validate against paced-minus-fifo saved points. No new bootstrap.",saved paired statistical estimates,0447449b6be326b8750c107128f31ad39299b64823a88eed0a4fe9f32befc239
Figure 5,a/b/c,AIR-014_IASC_Reproducibility/reproduce_analysis/qa/iasc_experiment_extension_2026-09-11/online/out/online_estimates.csv,data/input/online_estimates.csv,"{""cells"": ""2 cohorts x 3 models x 2 budgets"", ""quantity"": ""delta_paced_minus_fifo__{alert_precision,alert_coverage,budget_utilization}""}","Use all 12 stored pooled contrasts and paired intervals per metric in their native proportion-difference units, without rescaling; validate against paced-minus-fifo saved points. No new bootstrap.",saved paired statistical estimates,7868c4b792ac7ac08887921ec1a91d4026b9392880155cac6582fc0085ead822
Figure 5,a/b,AIR-014_IASC_Reproducibility/statistics/out/paired_comparisons.csv,data/input/participant_equal.csv,"{""analysis"": ""online"", ""comparison"": ""paced"", ""estimand"": ""common_macro_difference"", ""metric"": [""alert_precision"", ""alert_coverage""], ""reference"": ""fifo""}","Use all 24 common-valid participant-equal paired contrasts and saved intervals in their native proportion-difference units, without rescaling or a new bootstrap. Preserve valid-denominator fields in export.",saved paired participant-equal estimates,d519aaca7ae39cdbdac25a06f8f05050e4d42d608286239d543c807a88fe64e4
